accuracy,loss,val_accuracy,val_loss
0.13532193005084991,2.6888153553009033,0.07848837226629257,3.3317675590515137
0.1520552933216095,2.6247692108154297,0.1380814015865326,2.7139883041381836
0.16842487454414368,2.5872128009796143,0.09447674453258514,2.8207006454467773
0.2266278713941574,2.4242324829101562,0.0625,91.00958251953125
0.5012732148170471,1.7375423908233643,0.04505813866853714,600.146240234375
0.6387777328491211,1.2455462217330933,0.06540697813034058,276.6822204589844
0.6937068104743958,0.9866588711738586,0.10755813866853714,44.239051818847656
0.7184430956840515,0.8642622232437134,0.07994186133146286,240.44921875
0.7486358880996704,0.7476772665977478,0.08284883946180344,98.99211120605469
0.7617315649986267,0.683222234249115,0.08284883946180344,12.976173400878906
0.7893779277801514,0.5876100063323975,0.08284883946180344,66.2015151977539
0.8250272870063782,0.506164014339447,0.07994186133146286,36.76808166503906
0.8599490523338318,0.4215317964553833,0.10755813866853714,19.539941787719727
0.8668606877326965,0.3834596574306488,0.08284883946180344,81.4639892578125
0.8886867761611938,0.33463823795318604,0.151162788271904,4.31450080871582
0.8974172472953796,0.30732107162475586,0.25,3.4573493003845215
0.903237521648407,0.29107025265693665,0.059593021869659424,5.185766220092773
0.930156409740448,0.21221429109573364,0.08284883946180344,19.590045928955078
0.9396144151687622,0.20244011282920837,0.11627907305955887,5.825450420379639
0.9396144151687622,0.17944812774658203,0.12209302186965942,74.77751922607422
