accuracy,loss,val_accuracy,val_loss
0.22699163854122162,2.7205913066864014,0.08284883946180344,2.8660311698913574
0.5303747057914734,1.6247512102127075,0.11627907305955887,3.651808261871338
0.6827937364578247,1.0514659881591797,0.08284883946180344,4.882714748382568
0.7129865288734436,0.9048554301261902,0.11627907305955887,4.0079426765441895
0.7511822581291199,0.7389230132102966,0.11627907305955887,4.087189197540283
0.7919243574142456,0.6111901998519897,0.25872093439102173,2.87092924118042
0.8126591444015503,0.5612531900405884,0.40843021869659424,2.209185838699341
0.8464896082878113,0.4651140868663788,0.44186046719551086,1.9879423379898071
0.8577664494514465,0.4140607714653015,0.617732584476471,1.6365971565246582
0.8832302689552307,0.3494521379470825,0.5915697813034058,1.8741917610168457
0.9097853899002075,0.2677108347415924,0.3982558250427246,3.1174912452697754
0.9163331985473633,0.2514376938343048,0.2994185984134674,3.872823715209961
0.937431812286377,0.1875089406967163,0.35901162028312683,2.9626219272613525
0.9399781823158264,0.18378230929374695,0.1380814015865326,6.239817142486572
0.9450709223747253,0.1607009768486023,0.6613371968269348,2.1295344829559326
0.9450709223747253,0.16764330863952637,0.20639534294605255,5.4345703125
0.9447071552276611,0.15733808279037476,0.555232584476471,2.595961570739746
0.9508912563323975,0.1487593799829483,0.5843023061752319,2.1255812644958496
0.9585303664207458,0.12877467274665833,0.6148256063461304,2.0254361629486084
0.9636231064796448,0.11360616236925125,0.4491279125213623,3.0707433223724365
