,precision,recall,f1-score,support
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,8.0
2,0.900990099009901,0.7647058823529411,0.8272727272727273,119.0
3,0.22727272727272727,0.2631578947368421,0.24390243902439024,19.0
4,0.0,0.0,0.0,2.0
5,0.0,0.0,0.0,3.0
6,0.5306122448979592,0.52,0.5252525252525253,50.0
7,0.25,0.041666666666666664,0.07142857142857142,24.0
8,0.1,0.045454545454545456,0.0625,22.0
9,0.0,0.0,0.0,3.0
10,0.0,0.0,0.0,0.0
11,0.7288135593220338,0.8349514563106796,0.7782805429864253,103.0
12,0.2222222222222222,0.13333333333333333,0.16666666666666666,15.0
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0
15,0.8125,0.5714285714285714,0.6709677419354839,91.0
16,0.0,0.0,0.0,1.0
17,0.0,0.0,0.0,10.0
18,0.9019607843137255,0.7666666666666667,0.8288288288288288,120.0
19,0.0,0.0,0.0,2.0
20,0.0,0.0,0.0,1.0
21,0.0,0.0,0.0,4.0
22,0.15151515151515152,0.625,0.24390243902439024,8.0
23,0.3333333333333333,0.46875,0.38961038961038963,32.0
24,0.25,0.10714285714285714,0.15,28.0
25,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,1.0
27,0.0,0.0,0.0,1.0
28,0.4,0.8405797101449275,0.5420560747663551,69.0
29,0.14285714285714285,0.25,0.18181818181818182,24.0
30,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0
32,0.2222222222222222,0.15384615384615385,0.18181818181818182,13.0
33,0.8472222222222222,0.7011494252873564,0.7672955974842768,87.0
accuracy,0.5883720930232558,0.5883720930232558,0.5883720930232558,0.5883720930232558
macro avg,0.2065153443879012,0.20846568127563359,0.1950470855269822,860.0
weighted avg,0.6201687458558016,0.5883720930232558,0.5873424925744548,860.0
